id,name,district
1,Qaratao‘,1
2,Jayxun mahallasi,1
3,Sarbinaz,1
4,Өrnek,1
5,Jeke terek,1
6,Jas әo‘lәd MPJ,1
7,Isbilermenler aymagы MPJ,1
8,Nurlы bostan,1
9,Abat mәkan MPJ,1
10,Jasыl bag‘  MPJ,1
11,Jana zaman MPJ,1
12,Shadlы ao‘ыl MPJ,1
13,Almazar,1
14,Jiydeli baysыn,1
15,Altыn jag‘ыs,1
16,Uzыn kol,1
17,Tele oray,1
18,Darbent,1
19,Amudarya,1
20,Kattagar,1
21,Gone kala mahallasi,1
22,Temir jol,1
23,Taslaq mahallasi,1
24,Yeli abat,1
25,Nur,1
26,Bes tobe mahallasi,1
27,Baqshыlыq,1
28,Guzar,1
29,Bereket,1
30,Qoskөl,1
31,G‘arezsizlik,1
32,Xalыqlar doslыg‘ы,1
33,Boz ao‘ыl,1
34,Shayыrlar ao‘ыlы,1
35,Qurыlыsshы,1
36,Gulzar,1
37,Vatanparvar,1
38,Qosbulaq mahallasi,1
39,Shыmbay gүzari,1
40,Samanbay mahallasi,1
41,Bayterek mahallasi,1
42,Naupir mahallasi,1
43,Janabazar,1
44,Turan mahallasi,1
45,Tung‘ыsh qonыs,1
46,Tыnыshlыq,1
47,Amanlыq guzari,1
48,Aq otau,1
49,Allaniyaz Qaharman mahallasi,1
50,Anasay mahallasi,1
51,Doslыq,1
52,Naubaxar mahallasi,1
53,Jipek jolы mahallasi,1
54,Xao‘a jolы mahallasi,1
55,Shыmbay-shayxana,1
56,Qutlы mәkan mahallasi,1
57,Nao‘rыz mahallasi,1
58,Juo‘azshы mahallasi,1
59,Shыg‘ыs mahallasi,1
60,Ata mәkan,1
61,Nao‘kan bag‘ mahallasi,1
62,Qumbыz auыl,1
63,Qыzыl qum mahallasi,1
64,Aq jag‘ыs mahallasi,1
65,Kөk өzek mahallasi,1
66,Aydыn jol mahallasi,1
67,Botanika bag‘ы,1
68,Qutlы qonыs mahallasi,1
69,Jolshыlar mahallasi,1
70,Doslыk guzarы mahallasi,1
71,Qum ovul,1
72,Beruniy MFY,2
73,Qum-yop MFY,2
74,Amir Temur OFY,2
75,Besh tom MFY,2
76,Durman OFY,2
77,Bosuv mahallasi,2
78,Gulzor MFY,2
79,Qipchoq SHFY,2
80,Qipchoq OFY,2
81,Olmazor MFY,2
82,Uyshin MFY,2
83,Ayoqchi MFY,2
84,Besh ovul MFY,2
85,Dustlik MFY,2
86,Qilichboy OFY,2
87,Xolimbeg OFY,2
88,Yuqori qishloq MFY,2
89,Yangiobod MFY,2
90,Boy ovul MFY,2
91,Durunki MFY,2
92,Jumur ovul MFY,2
93,Z.M.Bobur OFY,2
94,Qizilcholi MFY,2
95,Tor yop MFY,2
96,Xitoy OFY,2
97,Qangli OFY,2
98,Alisher Navoiy MFY,2
99,Namuna MFY,2
100,Xizr eli MFY,2
101,Farovon mahallasi,2
102,Qoramon MFY,2
103,Oq oltin OFY,2
104,Tosh yop OFY,2
105,Nazarxon OFY,2
106,Chordara MFY,2
107,Oybek MFY,2
108,Bog‘ MFY,2
109,Kuyuk ko‘pir OFY,2
110,To‘lqin OFY,2
111,Bo‘z-yop OFY,2
112,Bo‘z solma MFY,2
113,O‘zbekiston MFY,2
114,Tosh qal’a MFY,2
115,Jumurtov SHFY,2
116,Arna bo‘yi MFY,2
117,O‘rta qal’a OFY,2
118,Choyko‘l OFY,2
119,Bo‘ston MFY,2
120,Daryo bo‘yi MFY,2
121,Biybazar OFY,3
122,Birlik mahallasi,3
123,Bunyodkor mahallasi,3
124,Guliston mahallasi,3
125,Jayxun mahallasi,3
126,Istiqlol mahallasi,3
127,Qangshartol mahallasi,3
128,Do‘stlik OFY,3
129,Ozod OFY,3
130,Palvash mahallasi,3
131,Paxtakor mahallasi,3
132,Sarkop OFY,3
133,Turon mahallasi,3
134,Xorazm mahallasi,3
135,Shabboz mahallasi,3
136,Tinchlik OFY,3
137,Qiyat mahallasi,3
138,Markaziy mahallasi,3
139,Mustaqillik mahallasi,3
140,Navoiy mahallasi,3
141,Nayman mahallasi,3
142,Abay,3
143,Amir Temur mahallasi,3
144,Yangiobod,3
145,Navoiy OFY,3
146,Shabbaz OFY,3
147,U.Jumaniyazov mahallasi,3
148,Shimom OFY,3
149,Maxtumkuli OFY,3
150,Saroyko‘l,3
151,Oltinsoy mahallasi,3
152,Lolazor MFY,3
153,Obi?ayot MFY,3
154,Beruniy,3
155,Navro‘z mahallasi,3
156,Kizilkal’a OFY,3
157,Do‘stlik mahallasi,3
158,Bo‘ston mahallasi,3
159,To‘qimachi,3
160,Ibn-Sino mahallasi,3
161,Jayxun OFY,4
162,Besko‘pir OFY,4
163,Navro‘z OFY,4
164,Arzqmbetqum OFY,4
165,Bostan OFY,4
166,Doslik MFY,4
167,Jana qala OFY,4
168,Qosjap OFY,4
169,Madaniyat MFY,4
170,Qonlikul SHFY,4
171,Altыnkөl  OFY,4
172,Qoybaq OFY,5
173,G‘arezsizlik guzari MFY,5
174,Qorao‘zak PFY,5
175,Berdaq mahallasi,5
176,Yesim MFY,5
177,Ata makan MFY,5
178,Qorao‘zak OFY,5
179,A.Dosnazarov OFY,5
180,Akademik Sabыr Kamalov OFY,5
181,Kuralpa,5
182,Madeniyat OFY,5
183,Qutli makan MFY,5
184,Yesimo‘zak OFY,5
185,Jaңabazar APJ,6
186,Nurlы bostan MFY,6
187,Abat makan mahallasi,6
188,Iyshan kala oFY,6
189,Kѳkѳzek,6
190,Jalpakjap OFY,6
191,Madeniyat mahallasi,6
192,Aktuba OFY,6
193,Kumshungil OFY,6
194,Xalqabad mahallasi,6
195,Abat OFY,6
196,Gujim terek mahallasi,6
197,Baxыtlы  MFY,6
198,Jыlo‘anjap mahallasi,6
199,Quyashlы mahallasi,6
200,Juzimbag‘ OFY,6
201,Ozodlik mahallasi,7
202,Qiyot OFY,7
203,Kuk daryo OFY,7
204,Berdax mahallasi,7
205,Gulobod mahallasi,7
206,Turkistan,7
207,Ajiniyaz OFY,7
208,Olmazor mahallasi,7
209,Jinishke mahallasi,7
210,Qumbiz mahallasi,7
211,Monshaqli mahallasi,7
212,Urnak OFY,7
213,Ravshan OFY,7
214,Sanoat mahallasi,7
215,Talliq mahallasi,7
216,Taraqli mahallasi,7
217,Turon mahallasi,7
218,Ustyurt OFY,7
219,Xanjap mahallasi,7
220,Xorazm OFY,7
221,Hokim ota mahallasi,7
222,Mehnatobod OFY,7
223,Qoratol mahallasi,7
224,Adabiyot OFY,7
225,Navoiy mahallasi,7
226,Yelobod SHFY,7
227,Qoraqalpog‘iston SHFY,7
228,Mingjarg‘on mahallasi,7
229,Qo‘ng‘irot mahallasi,7
230,Qыpshaq OFY,7
231,Kыrыk kыz SHFY,7
232,Suuyenli OFY,7
233,Kanlы OFY,7
234,Bo‘ston mahallasi,7
235,Qo‘ng‘irot OFY,7
236,Temir yo‘l mahallasi,7
237,Oltinko‘l SHFY,7
238,Jaslыq SHFY,7
239,Qashы mahallasi,7
240,Qiziljar OFY,8
241,Qozoqdaryo OFY,8
242,Uchsay OFY,8
243,Muynoq mahallasi,8
244,Aral,8
245,Hәkimata,8
246,Mәdeli,8
247,Jәyhun,8
248,Talы ozek mahallasi,8
249,Tik o‘zyak OFY,8
250,Do‘stlik mahallasi,8
251,Bozatao‘,8
252,Diyxan arna MPJ,9
253,Darsan MPJ,9
254,Үlgili makan MPJ,9
255,Qirantov,9
256,Kerder,9
257,Samanbay,9
258,Taqirkul OFY,9
259,Akterek mahallasi,9
260,Bakanshaqli OFY,9
261,Tuktov mahallasi,9
262,Oqmang‘it SHFY,9
263,Arbashы OFY,9
264,Ko‘tankol mahallasi,9
265,Mulik OFY,10
266,Qostruba MKFY mahallasi,10
267,Qaraoy,10
268,Dauir MFY,10
269,Janadarya OFY,10
270,Dauxara OFY,10
271,Taxtakupir OFY,10
272,Qaratereң MFY,10
273,Atako‘l OFY,10
274,Taxtako‘pir SHFY,10
275,Qoңыratko‘l OFY,10
276,O‘zbekistan MFY,10
277,Marjanko‘l OFY,10
278,G‘arezsizlik MFY,10
279,Aydыn jol MFY,10
280,Beltao‘ OFY,10
281,Dao‘ыt say MFY,10
282,Nurliyo‘l MFY,11
283,Tozabo‘zyop MFY,11
284,Turkmanko‘li MFY,11
285,Ziyokor MFY,11
286,Yashnaobod MFY,11
287,Bahor MFY,11
288,Yangihayot MFY,11
289,Yaxtilik MFY,11
290,Bazirgan MFY,11
291,Miskin MFY,11
292,Nurota MFY,11
293,Yakkatol MFY,11
294,O‘zbekiston MFY,11
295,Istiqlol MFY,11
296,Paxtachi OFY,11
297,Beruniy MFY,11
298,Kaltaminor OFY,11
299,Paxtaobod OFY,11
300,Atauba OFY,11
301,Guliston mahallasi,11
302,Navoiy MFY,11
303,Oqqamish OFY,11
304,Oqboshli OFY,11
305,Otayurt OFY,11
306,Turkiston MFY,11
307,Markazobod MFY,11
308,Toshkent MFY,11
309,Tinchlik MFY,11
310,Yoshlik mahallasi,11
311,Mustaqillik MFY,11
312,Sho‘raxon OFY,11
313,Yonboshqal’a OFY,11
314,Yangiobod mahallasi,11
315,Ullubog‘ OFY,11
316,Shodlik MFY,11
317,Ko‘na To‘rtko‘l MFY,11
318,Anhorli MFY,11
319,Qumbosqan OFY,11
320,Jayxun MFY,11
321,O‘zbekiston OFY,11
322,Tozabog‘yop OFY,11
323,Bog‘yop MFY,11
324,Ibn-Sino MFY,11
325,To‘rtko‘l MFY,11
326,G‘alaba MFY,11
327,Do‘stlik MFY,11
328,Mash’al MFY,11
329,Ko‘kcha OFY,11
330,Navro‘z MFY,11
331,Sabik MPJ,12
332,Bag‘man MPJ,12
333,Murtazabiy,12
334,Abat,12
335,Amudarya,12
336,Mustakillik,12
337,Bunyodkor mahallasi,12
338,Tutzar mahallasi,12
339,Madeniyat mahallasi,12
340,Bayterek mahallasi,12
341,Paruaz mahallasi,12
342,Taskopir mahallasi,12
343,Kolap OFY,12
344,Tыnыshlыk mahallasi,12
345,Qumjiqqin,12
346,Juzimzar mahallasi,12
347,Samanko‘l,12
348,Kыrkыnshы mahallasi,12
349,Suyenli mahallasi,12
350,Nurlы jol mahallasi,12
351,Jaңajap,12
352,Naurыz mahallasi,12
353,Shag‘alakөl,12
354,Sarыshungil OFY,12
355,Janqonыrat,12
356,Vodnik SHFY,12
357,Qumbыz,12
358,Kun nurы,12
359,Kamыs-arыk OFY,13
360,Kenes mahallasi,13
361,Taza jol OFY,13
362,Gujimli MFY,13
363,Orjap MFY,13
364,Shaxtemir mahallasi,13
365,Kokshi qala MFY,13
366,Karakol MFY,13
367,Berdax mahallasi,13
368,Konshi mahallasi,13
369,Tag‘jap OFY,13
370,Kosterek mahallasi,13
371,Mayjap OFY,13
372,Abat makan mahallasi,13
373,Gulistan MFY,13
374,Pashentao‘,13
375,Temir jol guzarы mahallasi,13
376,Jipek jolы mahallasi,13
377,Qыzыlozek OFY,13
378,Baxыtlы OFY,13
379,Tazg‘ara OFY,13
380,Doslыk mahallasi,13
381,Aq jap,14
382,Aybuyir MFY,14
383,Diyxanabad OFY,14
384,Begjap OFY,14
385,Birleshik OFY,14
386,Taza bazar MFY,14
387,Madeniyat MFY,14
388,Sarmanbaykol,14
389,Ketenler OFY,14
390,Nao‘rыz MFY,14
391,Qarabayыl mahallasi,14
392,Monshaqlы MFY,14
393,Mamыy OFY,14
394,Chuqurqoq mahallasi,15
395,Kichik Guldursun mahallasi,15
396,Navoiy OFY,15
397,Amirobod OFY,15
398,Qilichinoq OFY,15
399,Paxtachi mahallasi,15
400,Abay OFY,15
401,A.Navoiy mahallasi,15
402,Ikbol MFY,15
403,Istiqlol mahallasi,15
404,Toshkent OFY,15
405,Chayka mahallasi,15
406,Guliston OFY,15
407,Qizilqum OFY,15
408,Qirqqizobod,15
409,Barhayot MFY,15
410,To‘rt Devor MFY,15
411,Burgutqal’a MFY,15
412,Ibn Sino,15
413,Iftixor mahallasi,15
414,Sarabiy OFY,15
415,Guldursun mahallasi,15
416,Navbaxor mahallasi,15
417,Oq Oltin mahallasi,15
418,Jasorat mahallasi,15
419,Sharq Yulduzi OFY,15
420,Ixlos mahallasi,15
421,Koinot mahallasi,15
422,Dumanqal’a mahallasi,15
423,Saxtiyon SHFY,15
424,Toza bog‘ OFY,15
425,Qoshqo‘ra mahallasi,15
426,Bo‘ston OFY,15
427,Do‘stlik OFY,15
428,Sulaymon Boqirg‘oniy mahallasi,15
429,Cho‘pon mahallasi,15
430,Tuproqqal’a mahallasi,15
431,Aqchako‘l OFY,15
432,Qavatqal’a mahallasi,15
433,Ellikqal’a OFY,15
434,Yangi makon APJ,16
435,Abat makan,16
436,Jayxun MFY,16
437,Keneges mahallasi,16
438,Saraykol mahallasi,16
439,Taqыyatas mahallasi,16
440,Naymanko‘l mahallasi,16
441,Nurlы keleshek mahallasi,16
442,Shamshыrak mahallasi,16
443,Xalыqlar doslыg‘ы MFY,16
444,Doslыq,16
445,Aydыn jol mahallasi,16
446,Oraylыq mahallasi,16
447,Qusshыlыk mahallasi,16
448,Kuskanatau OFY,17
449,Aspantay OFY,17
450,Kok suu OFY,17
451,Yerkindarya OFY,17
452,Bo‘zatov MFY,17
453,Me’mor,18
454,Binokor mahallasi,18
455,Bahor mahallasi,18
456,Bunyodkor mahallasi,18
457,Chinor,18
458,Vatan,18
459,Xoncharbog‘,18
460,Yangi hayot,18
461,Ziyokor,18
462,Janubiy mahallasi,18
463,Tara??iyot,18
464,Hayot mahallasi,18
465,Yangi ariq mahallasi,18
466,Gulzor MFY,18
467,Kimyogar mahallasi,18
468,Mustaqillik MFY,18
469,Turon MFY,18
470,Yoshlik,18
471,Matonat,18
472,Xumo,18
473,Muruvvat mahallasi,18
474,Ma’rifat,18
475,Guliston mahallasi,18
476,Istiqlol mahallasi,18
477,Yangiobod mahallasi,18
478,Farovon,18
479,G‘alaba mahallasi,18
480,Lochin mahallasi,18
481,Orzu mahallasi,18
482,Zarafshon,18
483,O‘zbekiston,18
484,Tinchlik mahallasi,18
485,Ishonch mahallasi,18
486,Oltin vodiy,18
487,Umid mahallasi,18
488,Do‘stlik mahallasi,18
489,Xo‘ja Xisrav mahallasi,19
490,Yangi Varq,19
491,Alisher Navoiy mahallasi,19
492,Gulobod mahallasi,19
493,Dehqon mahallasi,19
494,Azamat mahallasi,19
495,Arabxona mahallasi,19
496,Varq mahallasi,19
497,Beshkent MFY,19
498,Degaron mahallasi,19
499,Ayronchi mahallasi,19
500,Allon mahallasi,19
501,Mirsaid Baxrom mahallasi,19
502,Buyuk ipak yo‘li,19
503,Do‘rmon mahallasi,19
504,Jaloyir mahallasi,19
505,Yangi hayot,19
506,Farxod,19
507,Qaxramon,19
508,Nurafshon mahallasi,19
509,Kumushkon mahallasi,19
510,Uyrot mahallasi,19
511,Shibzon mahallasi,19
512,Bog‘ishamol mahallasi,19
513,Paxtaobod mahallasi,19
514,Talqoq mahallasi,19
515,Ziyokor mahallasi,19
516,Kalovot mahallasi,19
517,Sardoba mahallasi,19
518,Yangiobod mahallasi,19
519,Xoncharbog‘ mahallasi,19
520,O‘zbekiston,19
521,Malik mahallasi,19
522,Pahlavon mahallasi,19
523,Hazora mahallasi,19
524,Zarafshon,19
525,Katta machit mahallasi,19
526,Yangi ariq,19
527,Yoshlik mahallasi,19
528,Kamolot mahallasi,19
529,Ko‘hna Qo‘rg‘on mahallasi,19
530,Do‘stlik mahallasi,19
531,Arg‘un mahallasi,19
532,Navro‘z mahallasi,19
533,Dul-dul mahallasi,20
534,Guliston,20
535,Beshrabod mahallasi,20
536,Sovungar mahallasi,20
537,Arabxona mahallasi,20
538,Arabsaroy mahallasi,20
539,Armijon mahallasi,20
540,Navkar mahallasi,20
541,Toshrabot mahallasi,20
542,Yaltirabot mahallasi,20
543,Qalkonota mahallasi,20
544,Xashman mahallasi,20
545,Xalovattepa mahallasi,20
546,Yangi hayot mahallasi,20
547,Ko‘xron mahallasi,20
548,O‘zbekiston mahallasi,20
549,Vomitan mahallasi,20
550,Qiziltepa mahallasi,20
551,Yangi kuch mahallasi,20
552,Sarbozor,20
553,Qorajon,20
554,Yosh kuch,20
555,Yangiyo‘l,20
556,Keskanterak mahallasi,20
557,Qiziloy mahallasi,20
558,Yuqori Beshrabot mahallasi,20
559,Yangiobod mahallasi,20
560,Karvon mahallasi,20
561,Saroy mahallasi,20
562,Charvoqguzar mahallasi,20
563,Qizilrabot mahallasi,20
564,Mehnat mahallasi,20
565,Uchtut mahallasi,20
566,Paxtakor mahallasi,20
567,Navbahor,20
568,Burqut mahallasi,20
569,G‘ujbog‘tepa mahallasi,20
570,Kelachi mahallasi,20
571,Oq oltin mahallasi,20
572,Qorovultepa mahallasi,20
573,Mirzo Ulug‘bek mahallasi,20
574,Oqmachit,21
575,Avazsoy mahallasi,21
576,Yangihayot mahallasi,21
577,Dehibaland mahallasi,21
578,Mustaqillik mahallasi,21
579,Eshon Sudur mahallasi,21
580,Amur Temur mahallasi,21
581,Temirqovuq mahallasi,21
582,Budiq mahallasi,21
583,Mirishkor mahallasi,21
584,Sayidato mahallasi,21
585,Bo‘ston MFY,21
586,Orasoy mahallasi,21
587,Nurfaxr mahallasi,21
588,Shaxriston,21
589,Nurobod,21
590,Turko mahallasi,21
591,Kattasoy mahallasi,21
592,Ibn Sino mahallasi,21
593,Qizilcha mahallasi,21
594,Sentob mahallasi,21
595,Alisher Navoiy mahallasi,21
596,Yangiturmush mahallasi,21
597,Tinchlik MFY,21
598,Chuya mahallasi,21
599,Jarma mahallasi,21
600,Suvlik mahallasi,21
601,Istiqbol mahallasi,21
602,Istiqlol mahallasi,21
603,Kadok mahallasi,21
604,G‘afur G‘ulom mahallasi,21
605,Olmazor MFY,22
606,Uchtepa MFY,22
607,Xuddon MFY,22
608,Oq-oltin MFY,22
609,Saroy MFY,22
610,Binokor MFY,22
611,Angidon MFY,22
612,Bo‘g‘irdoq MFY,22
613,Paxtakor MFY,22
614,Tamabaxrin MFY,22
615,Istiqlol MFY,22
616,Alisher Navoiy MFY,22
617,Zarbdor MFY,22
618,Chag‘atoy MFY,22
619,Zarafshon,22
620,Mustaqillik,22
621,Toshquloq MFY,22
622,Avoqli MFY,22
623,Polvon ota MFY,22
624,Kattasoy MFY,22
625,Oltinobod MFY,22
626,Fidokor MFY,22
627,Tasmachi MFY,22
628,Uyshun MFY,22
629,Xon?a MFY,22
630,Qoracha MFY,22
631,Amir Temur MFY,22
632,Galabek MFY,22
633,Dehqonobod MFY,22
634,Jaloyir MFY,22
635,Paraxun MFY,22
636,Quchchi MFY,22
637,Nayman MFY,22
638,Langar MFY,22
639,Samarqand MFY,22
640,Tinchlik MFY,22
641,Novja MFY,22
642,Guliston MFY,22
643,Damariq MFY,22
644,Miyonqol MFY,22
645,Xo‘jaqulobod MFY,22
646,Faravon MFY,22
647,Chinobod,22
648,Yangi,22
649,Yangirobod MFY,22
650,Uchqora,22
651,Oltinsoy MFY,22
652,Sangijuman MFY,22
653,Ikrom Karvon MFY,22
654,Baxshijar MFY,22
655,Qo‘shchinor MFY,22
656,Maydon MFY,22
657,Mirdosh MFY,22
658,Oqtepa MFY,22
659,Do‘stlik MFY,22
660,Navbahor MFY,22
661,Yangi qurilish MFY,22
662,Bunyodkor MFY,22
663,Koriz Arab MFY,22
664,Madaniyat MFY,22
665,Qo‘rg‘oncha MFY,22
666,Chechak-ota MFY,22
667,Qo‘rg‘ontepa,22
668,Xo‘jaqo‘rg‘on MFY,22
669,Bog‘chakalon MFY,22
670,Chang‘ir MFY,22
671,Mirzo Ulug‘bek MFY,22
672,Navro‘z MFY,22
673,Bog‘ishamol MFY,22
674,Ko‘ksaroy MFY,22
675,Varozun,23
676,Bunyodkor,23
677,Gulzor mahallasi,23
678,Nurafshon,23
679,Bashir mahallasi,23
680,Ziyokor,23
681,Kusharta mahallasi,23
682,Madaniyat mahallasi,23
683,Alisher Navoiy mahallasi,23
684,Arabxona mahallasi,23
685,Azizobod mahallasi,23
686,Zarmetan mahallasi,23
687,Mustaqillik,23
688,Ayronchi mahallasi,23
689,Navqiron,23
690,Demas mahallasi,23
691,Iftixor,23
692,Konsurun mahallasi,23
693,Kulolon mahallasi,23
694,Saroy,23
695,Xumo,23
696,Furqat mahallasi,23
697,Okrabot mahallasi,23
698,Oksoch mahallasi,23
699,Okmachit mahallasi,23
700,Toshmachit mahallasi,23
701,Rabot mahallasi,23
702,Xusbuddin mahallasi,23
703,Sufiyon mahallasi,23
704,Uzilishkent mahallasi,23
705,Yashnaobod,23
706,Sheyxon mahallasi,23
707,Xafkoriyon mahallasi,23
708,Tojikon mahallasi,23
709,Xomrabot mahallasi,23
710,Malikobod mahallasi,23
711,Oboddiyor,23
712,Buyuk ipak yo‘li,23
713,Gumbaz mahallasi,23
714,Paxtaobod mahallasi,23
715,Tavois mahallasi,23
716,Bo‘lakrabot mahallasi,23
717,G‘amxo‘r mahallasi,23
718,Vang‘ozi mahallasi,23
719,Xo‘jaqo‘rg‘on mahallasi,23
720,Bo‘ston mahallasi,23
721,Bobodo‘g‘i mahallasi,23
722,G‘oyibon mahallasi,23
723,Qal’ayi-Azizon mahallasi,23
724,Yangi-hayot QFY,23
725,O‘zbekiston mahallasi,23
726,Gulbog‘ mahallasi,23
727,O‘rtaqo‘rg‘on mahallasi,23
728,Ko‘kcha,24
729,Zafarobod,24
730,Birlik,24
731,Do‘stlik,24
732,“Sho‘rtepa” MFY,24
733,“Sho‘rko‘l” MFY,24
734,“To‘qqiztepa” MFY,24
735,“Yangigazgan” OFY,24
736,Karakata,24
737,Guliston,24
738,“Uchtepa” OFY,24
739,“Navro‘z” MFY,24
740,“Baymurat” OFY,24
741,“Sarjal” OFY,24
742,“Yuksalish” MFY,24
743,Abay mahallasi,25
744,Aytim mahallasi,25
745,Shalxar OFY,25
746,Kukayaz OFY,25
747,Navoiy mahallasi,25
748,Uzunquduq OFY,25
749,Mingbuloq OFY,25
750,Kokpatas mahallasi,25
751,Mustaqillik mahallasi,25
752,Iftixor,25
753,Bozdun OFY,25
754,Altintov OFY,25
755,Yo‘lchilar OFY,25
756,Do‘stlik mahallasi,25
757,Yulduz,26
758,Yangi Zarafshon,26
759,Alisher Navoiy,26
760,Tinchlik,26
761,Quruvchi,26
762,Yoshlik,26
763,Navro‘z,26
764,Daugistau MFY,26
765,Geolog,26
766,O‘zbekiston,26
767,Bahor,26
768,2 kichik tuman ?ududidagi Davgztau,26
769,“Muruntau” qo‘rg‘oni hududidagi “Muruntau” MFY,26
770,3-kichik tuman hududidagi “Oltin vodiy” MFY,26
771,2-kichik tuman hududidagi “Konchilar” MFY,26
772,Tomdibuloq,27
773,Ayaqquduq OFY,27
774,Keregetau OFY,27
775,Shar? OFY,27
776,Keriz OFY,27
777,Suketti OFY,27
778,Shiyeli OFY,27
779,Aqtov,27
780,Taraqqiyot MFY,28
781,Arabtepa,28
782,Samarqand,28
783,Charmgar,28
784,Xudoyzod,28
785,Chaqar,28
786,Shayxali MFY,28
787,Yangi Turmush,28
788,Qavali,28
789,Buyuk Turon,28
790,Otchopar,28
791,Bunyodkor,28
792,A.Temur,28
793,G‘.G‘ulom,28
794,Alisher Navoiy,28
795,Aral,28
796,Gulshan,28
797,Geolog,28
798,Maxallot,28
799,Batosh,28
800,Kamandi,28
801,Komilon,28
802,Kunchiqar,28
803,Zaxokimaron,28
804,Aralovul,28
805,Beklar,28
806,Paxtazor-1,28
807,Istiqlol,28
808,Mustaqillik,28
809,Arabxona,28
810,Qarshi,28
811,Gungon,28
812,Buston,28
813,Qarliqxona,28
814,Darvozatutak,28
815,Eskianxor,28
816,Neftchi,28
817,Nuriston,28
818,Tabassum,28
819,Oydin,28
820,Xaramjuy,28
821,Paxtazor,28
822,Temir Yo‘lchi,28
823,Nasaf,28
824,Oq tepa,28
825,Ravoq,28
826,Roguzar,28
827,Shoxbekat,28
828,Maxsumobod,28
829,Navro‘z,28
830,Qo‘rg‘oncha,28
831,Cho‘lquvar,28
832,Sho‘rtangaz,28
833,Qilichbek Qurg‘oncha,28
834,Naxshab,28
835,Xontepa,28
836,Shodlik,28
837,Kat,28
838,Navo,28
839,Mag‘zon,28
840,Bog‘ishamol,28
841,Xo‘ja-xiyol,28
842,Qarliqbog‘ot,28
843,Zog‘za,28
844,Shayxali SHFY,28
845,Jonbuloq,29
846,Apardi,29
847,Paxtazor,29
848,Yonqishloq,29
849,Fayzobod,29
850,Tengdosh,29
851,Chaqar,29
852,Navruz,29
853,Dultali,29
854,Chumichli,29
855,Dustlik,29
856,Istiqbol,29
857,Yangikent,29
858,Shakabuloq,29
859,Tinchlik,29
860,Amir Temur,29
861,Qovchin,29
862,Mehnatobod,29
863,Eshonquduq,29
864,Obod,29
865,Buston,29
866,Xumdon mahallasi,29
867,Yangi hayot MFY,29
868,Pachkamar,29
869,Mustaqillik,29
870,Obixayot,29
871,Batosh mahallasi,29
872,Dashtobod,29
873,Mevazor MFY,29
874,Jarariq mahallasi,29
875,Yangiobod mahallasi,29
876,Chorvador,29
877,Sherali mahallasi,29
878,Yakkadaraxt mahallasi,29
879,Guliston,29
880,Gulshan,29
881,Toshguzar mahallasi,29
882,Chugurtma,29
883,Xalqobod,29
884,Buyuk karvon,29
885,Zarbdor,29
886,Omon ota,29
887,Qorakul,29
888,Sovlig‘ar,29
889,Chanoq,29
890,Xujaguzar,29
891,Yarg‘unchi,29
892,Sovbog‘,29
893,Mo‘minobod mahallasi,29
894,Avg‘onbog‘,29
895,Eskibog‘,29
896,Bogobod KFY,30
897,Fayzabod,30
898,Kaxlak,30
899,Batosh,30
900,Lagandi,30
901,Jumabozor,30
902,Istiqlol,30
903,Qoraquchchi,30
904,Qoratepa,30
905,Dasht,30
906,Do‘stlik,30
907,Qovchin,30
908,A.Navoiy,30
909,Bunyodkor,30
910,Kat,30
911,Kerayit,30
912,Gulshan,30
913,Yertepa,30
914,Guliston,30
915,Kojor,30
916,Mirmiron,30
917,Nukrabod,30
918,Yangi xayot,30
919,Potron,30
920,Navbaxor,30
921,Tallikuron,30
922,Yangi Batosh,30
923,Bog‘obod,30
924,Cho‘libo‘ston,30
925,Shirkent,30
926,Shodlik,30
927,Xilol,30
928,Rovot,30
929,Mustaqillik,30
930,Yangi Xonabod,30
931,Yangi Bog‘obod,30
932,Paxtakor,30
933,Paxtazor,30
934,Poshton,30
935,Saroy,30
936,Charog‘il,30
937,Quyi Beshkent,30
938,Mevazor,30
939,Taraqqiyot,30
940,Tinchlik,30
941,Uzumzor,30
942,Navro‘z,30
943,Bodomzor,30
944,Chaman,30
945,Omontepa,30
946,Xoniyon,30
947,Parvoz,30
948,Xonobod,30
949,Taxtapul,30
950,G‘ubdin,30
951,O‘z.Mustaqilligi,30
952,Ko‘chkak,30
953,Mang‘it,30
954,Shoyxo‘ja,30
955,Kasbi,31
956,Mustaqilobod,31
957,Nazartepa,31
958,Qoratepa,31
959,Oqtepa,31
960,Jizza,31
961,Bog‘ariq,31
962,Oqjangal,31
963,Obodneko‘z,31
964,Mesit,31
965,Fazli,31
966,Oqqamish,31
967,Pandiron,31
968,Mushqoqi,31
969,Denov,31
970,Maymanoq,31
971,Komilon,31
972,Talishbe,31
973,Paxtakor,31
974,Talliyulg‘un,31
975,Yuksalish,31
976,Yangi Maymanoq,31
977,Xo‘jaxayron,31
978,Istiqlol,31
979,Qatag‘an,31
980,Qamashi,31
981,Tinchlik,31
982,Obod yurt,31
983,Nurobod,31
984,G‘alaba,31
985,Soxibkor,31
986,Jarko‘cha,31
987,Xo‘jaqarliq,31
988,Cho‘lquvar,31
989,Xo‘ja Kasbi,31
990,Qo‘ng‘irot,31
991,Mug‘lon,31
992,M.Ulug‘bek,31
993,Xo‘jaki,31
994,Shakarjo‘y,31
