id,name,district
7412,Nurli kelajak,172
7413,Matonat,172
7414,Kuyi xuja soat mahallasi,172
7415,M.S.Baraka mahallasi,172
7416,Nurobod mahallasi,172
7417,Siyobcha mahallasi,172
7418,Qir mahallasi,172
7419,Sug‘diyona,172
7420,Kulollar mahallasi,172
7421,Qushbaqqoli mahallasi,172
7422,Muborak mahallasi,172
7423,Registon mahallasi,172
7424,S.Ayniy mahallasi,172
7425,Sayxun mahallasi,172
7426,Lolazor mahallasi,172
7427,Ming tut mahallasi,172
7428,S.Sheroziy mahallasi,172
7429,Qorasuv,172
7430,Maysazor,172
7431,Mevazor,172
7432,Obod Maskan,172
7433,Oqsaroy,172
7434,Oltin Asr,172
7435,Sayqal,172
7436,Nodirabegim,172
7437,Nurafshon,172
7438,Saxovat mahallasi,172
7439,M.Shayxzoda,172
7440,Sevali,172
7441,Mustakillik mahallasi,172
7442,M.Kungirokdor mahallasi,172
7443,M.Bedil,172
7444,Mehriobod,172
7445,Xuja Soat mahallasi,172
7446,Uvaysiy,172
7447,Temiryulchilar,172
7448,Yulduz,172
7449,Xunarmandlar,172
7450,Tutzor,172
7451,E.Qalandarxona mahallasi,172
7452,Chilquduq,172
7453,Yangi Xayot mahallasi,172
7454,X.Olimjon mahallasi,172
7455,Tinchlik,172
7456,Xazora mahallasi,172
7457,Yukori xuja soat mahallasi,172
7458,Hayotobod,172
7459,Uzbekiston mahallasi,172
7460,Tojmaxal,172
7461,Shodlik,172
7462,Turon,172
7463,Tadbirkorlar mahallasi,172
7464,Urta xuja soat mahallasi,172
7465,Semurg‘,172
7466,Navro‘z,172
7467,Chorbog‘,172
7468,Yangi Kurgon mahallasi,172
7469,Shirin,172
7470,Shahriobod mahallasi,172
7471,Xo‘ja Yusuf,172
7472,O‘rikzor,172
7473,Shodiyona,172
7474,Toshkent mahallasi,172
7475,Urguti mahallasi,172
7476,Ustozlar mahallasi,172
7477,Fidoyilar mahallasi,172
7478,Furqat mahallasi,172
7479,X.A.Vali mahallasi,172
7480,Halqobod mahallasi,172
7481,X.Ibroxim mahallasi,172
7482,Hilol mahallasi,172
7483,Charimgari,172
7484,Chilstun mahallasi,172
7485,Sharq mahallasi,172
7486,Sharq Tongi mahallasi,172
7487,Yangi Hayrobod mahallasi,172
7488,Hofiz Sheroziy,172
7489,X.A.Darun mahallasi,172
7490,Cho‘pon ota,172
7491,Farovonlik,172
7492,Shukrona,172
7493,Yuksalish mahallasi,172
7494,Chashma mahallasi,172
7495,Farog‘at mahallasi,172
7496,Motrid,172
7497,Al Xorazmiy,172
7498,Terakzor,172
7499,Tokzor,172
7500,Beklar mahallasi,172
7501,Damariq,172
7502,Istiqbol mahallasi,172
7503,Madaniyat,172
7504,Orzu,172
7505,Marxabo,172
7506,Muliyon mahallasi,172
7507,Bog‘ishamol mahallasi,172
7508,Sarbadorlar mahallasi,172
7509,Sarbon mahallasi,172
7510,Vatanparvar mahallasi,172
7511,Bog‘ishifo mahallasi,172
7512,Bog‘i Safed mahallasi,172
7513,Rasadxona mahallasi,172
7514,Amir Temur mahallasi,172
7515,Qarshi yuli,172
7516,Kuksaroy mahallasi,172
7517,Bunyodkor mahallasi,172
7518,Ilmobod,172
7519,Ali Kushchi,172
7520,Obi Rahmat,172
7521,B.Zokirov mahallasi,172
7522,Qo‘rg‘oncha,172
7523,Tashabbuskorlar mahallasi,172
7524,A.Qaxxor mahallasi,172
7525,Bog‘isaroy mahallasi,172
7526,So‘zangaron mahallasi,172
7527,Bog‘ibaland mahallasi,172
7528,Jo‘yichuqur mahallasi,172
7529,So‘fi Roziq mahallasi,172
7530,G‘.Jamshid mahallasi,172
7531,Ko‘kmaschid mahallasi,172
7532,Xo‘ja Doniyor mahallasi,172
7533,Kattaqo‘rg‘on mahallasi,172
7534,Bog‘imaydon mahallasi,172
7535,Xo‘ja Zudmurod mahallasi,172
7536,Qo‘shchinor mahallasi,172
7537,Ilg‘or mahallasi,172
7538,Ibroxim Xo‘ja mahallasi,172
7539,Mash’al mahallasi,172
7540,Yangiqishloq,173
7541,Yangiqo‘rg‘on,173
7542,Alisher Navoiy,173
7543,Amir Temur,173
7544,Bozorjoy,173
7545,Mustaqillik,173
7546,Zaxiriddin Muhammad Bobur,173
7547,Kumushkent,173
7548,Istiqlol,173
7549,Dahbed,173
7550,Galarovot,173
7551,Loyish,173
7552,Avazali,173
7553,Miyonqol,173
7554,Zarafshon,173
7555,Pichoqchi,173
7556,Olchintepa,173
7557,Yangihayot,173
7558,Okdaryo,173
7559,Paxtaobod,173
7560,Taraqqiyot,173
7561,Turon,173
7562,Navro‘z,173
7563,Primkent,173
7564,Temirak,173
7565,Uzunqishloq,173
7566,Uchtepa,173
7567,Yangiobod,173
7568,Boshdarxon,173
7569,So‘g‘onchi,173
7570,O‘zbekiston,173
7571,Oytamg‘ali,173
7572,Go‘zalkent,173
7573,Po‘latdarxon,173
7574,Chorbog‘,173
7575,Sahovat mahallasi,174
7576,Yangiariq mahallasi,174
7577,Oqtosh mahallasi,174
7578,Olmazor,174
7579,Sohibkor,174
7580,Kaptarxona,174
7581,Lalmikor MFY,174
7582,Zarafshon mahallasi,174
7583,Gulzor mahallasi,174
7584,Mingchinor mahallasi,174
7585,Istiqlol mahallasi,174
7586,Sayltepa MFY,174
7587,Sarikipchok MFY,174
7588,Mirzaariq mahallasi,174
7589,Kildon mahallasi,174
7590,Mingtepa mahallasi,174
7591,Kattaqishloq mahallasi,174
7592,Dehqonobod mahallasi,174
7593,Mehrjon mahallasi,174
7594,Guliston MFY,174
7595,Beshkuvi mahallasi,174
7596,Samarqand mahallasi,174
7597,Erganakli,174
7598,Yangi obod mahallasi,174
7599,Elobod mahallasi,174
7600,Esonturdi mahallasi,174
7601,Chuyantepa mahallasi,174
7602,Navbahor,174
7603,Gulobod,174
7604,Niyozmat,174
7605,Ulug‘bek,174
7606,Amir Temur mahallasi,174
7607,Kichikkildon mahallasi,174
7608,Oqtepa mahallasi,174
7609,Qirqshodi mahallasi,174
7610,G‘o‘bdin mahallasi,174
7611,Suluvqo‘rg‘on mahallasi,174
7612,Bo‘dana,174
7613,Avliyo-Parpi mahallasi,174
7614,Qo‘ng‘irot mahallasi,174
7615,Xo‘jabachcha mahallasi,174
7616,Beshqo‘ton mahallasi,174
7617,Xo‘jamazgil,174
7618,Bulung‘ur mahallasi,174
7619,Nurli yo‘l mahallasi,174
7620,Kattaqishloq-1 mahallasi,174
7621,Nebo‘sa mahallasi,174
7622,Bulung‘urariq mahallasi,174
7623,Do‘stlik,174
7624,O‘roqli mahallasi,174
7625,Changal-1 mahallasi,174
7626,Chorbog‘ mahallasi,174
7627,Isori O‘roqli mahallasi,174
7628,Bog‘bon mahallasi,174
7629,Yangiqo‘rg‘on mahallasi,174
7630,Samarqand MFY,175
7631,Xolvoyi MFY,175
7632,Quduqli MFY,175
7633,Taldirazzoq MFY,175
7634,Shodlik MFY,175
7635,Guliston MFY,175
7636,Nayman MFY,175
7637,Juriyat MFY,175
7638,Katta qishloq MFY,175
7639,Zarafshon MFY,175
7640,Toshkent MFY,175
7641,Nazar MFY,175
7642,Naymantepa MFY,175
7643,Sarchashma MFY,175
7644,Sariqipchoq MFY,175
7645,Nogahon MFY,175
7646,Dehqonobod MFY,175
7647,Saroy MFY,175
7648,Olmazor MFY,175
7649,Polvonariq MFY,175
7650,Tut MFY,175
7651,Ko‘kgumbaz MFY,175
7652,A.Navoiy MFY,175
7653,Sherqo‘rg‘on MFY,175
7654,Eski Jomboy MFY,175
7655,A.Qurbonov MFY,175
7656,Shirinkent MFY,175
7657,Xitoypoyon MFY,175
7658,Besh-bola MFY,175
7659,Qoramo‘yin MFY,175
7660,Qang‘li MFY,175
7661,G‘azira MFY,175
7662,Qo‘ng‘irot MFY,175
7663,No‘sh MFY,175
7664,So‘xmon MFY,175
7665,To‘qqizboy MFY,175
7666,Qo‘lbosti MFY,175
7667,Qo‘rg‘onsalomon MFY,175
7668,Bunyodkor MFY,176
7669,Boltabek,176
7670,Balandchordara,176
7671,Burgansoy MFY,176
7672,Vayrot MFY,176
7673,Kumushkent MFY,176
7674,Qoradaryo MFY,176
7675,Yonboshsoy MFY,176
7676,Jonkel MFY,176
7677,Qumoq MFY,176
7678,Balandravot MFY,176
7679,Andoqsoy MFY,176
7680,Qushbegi MFY,176
7681,Yovi MFY,176
7682,Alijon MFY,176
7683,Qushquton MFY,176
7684,Jumaboy MFY,176
7685,Valijon MFY,176
7686,Qushtepa MFY,176
7687,A.Navoiy MFY,176
7688,Kattaming MFY,176
7689,Saroyoqo‘rg‘on MFY,176
7690,Navbahor,176
7691,Tavaron MFY,176
7692,Chuyanchi MFY,176
7693,Olmazor MFY,176
7694,Tarnov MFY,176
7695,Yangiobod MFY,176
7696,Oyjon MFY,176
7697,Nayman MFY,176
7698,Mundiyon MFY,176
7699,Madrasa MFY,176
7700,Moybuloq MFY,176
7701,Fayzikent MFY,176
7702,Yangirovot MFY,176
7703,Nisbat MFY,176
7704,Melixo‘ja MFY,176
7705,Chig‘atoy MFY,176
7706,Yangixayot MFY,176
7707,Qoqsoy MFY,176
7708,Jizmonsoy,176
7709,Yangiqiyot MFY,176
7710,Kattaqo‘rpa MFY,176
7711,Javlon MFY,176
7712,M.ulugbek MFY,176
7713,Mullatog‘ay MFY,176
7714,Polvontepa MFY,176
7715,Qorakulcha MFY,176
7716,Uyshun MFY,176
7717,Nomozpolvon MFY,176
7718,Sebiston MFY,176
7719,Yangiqo‘rg‘oncha MFY,176
7720,Qo‘shxovuz MFY,176
7721,Kadan MFY,176
7722,Qiyot MFY,176
7723,Omonboyko‘prik MFY,176
7724,Ezgulik MFY,176
7725,Bukston MFY,176
7726,Do‘stlik MFY,176
7727,Mo‘minxo‘ja MFY,176
7728,Charog‘on,176
7729,Go‘zal MFY,176
7730,Zarqurg‘on MFY,176
7731,Mullako‘rpa MFY,176
7732,Yodgorxo‘ja MFY,176
7733,Kumishqo‘rg‘on MFY,176
7734,Qirg‘iz MFY,176
7735,Bog‘ot MFY,176
7736,Yakkabog‘ MFY,176
7737,Alisher Navoiy mahallasi,177
7738,So‘fi Olloyor mahallasi,177
7739,Baxoriston mahallasi,177
7740,Usmon Nosir mahallasi,177
7741,Haydarchaman mahallasi,177
7742,Damariq mahallasi,177
7743,Qo‘shxovuz MFY,177
7744,Islom Shoir,177
7745,Abdullo Qahhor,177
7746,Navbahor mahallasi,177
7747,Chinobod mahallasi,177
7748,Balandchordara mahallasi,177
7749,Zarafshon mahallasi,177
7750,Noqis mahallasi,177
7751,Nurafshon mahallasi,177
7752,Nurobod mahallasi,177
7753,Vatanparvar MFY,177
7754,Zarifobod mahallasi,177
7755,Ziyolilar mahallasi,177
7756,Zomin mahallasi,177
7757,Mexrjon mahallasi,177
7758,Oq oltin mahallasi,177
7759,Kunjipay mahallasi,177
7760,Qoriravot mahallasi,177
7761,Miyonqol mahallasi,177
7762,Amir Temur mahallasi,177
7763,Yermachit mahallasi,177
7764,Chordara mahallasi,177
7765,Kattaqo‘rg‘on mahallasi,177
7766,Do‘stlik mahallasi,177
7767,G‘arb machit mahallasi,177
7768,Ko‘xnadam mahallasi,177
7769,Ochildimurod Miriy mahallasi,177
7770,Go‘zalkent mahallasi,177
7771,O‘rikzor mahallasi,177
7772,Yakkabog‘ mahallasi,177
7773,Do‘stlik,178
7774,Jo‘sh ota,178
7775,Minishkor,178
7776,Pangat,178
7777,Soxibkor,178
7778,Buloq,178
7779,Qo‘rg‘on,178
7780,Yuqori saroy,178
7781,Ko‘shtamg‘ali,178
7782,O‘rta soy,178
7783,Oqchobsoy,178
7784,Sorigul,178
7785,Qo‘shrabot,178
7786,Boypurishli,178
7787,Bozorjoy,178
7788,Qo‘rolos,178
7789,Zarmitan,178
7790,Shovona,178
7791,Zarkent,178
7792,Xonnazar,178
7793,Qiyqim,178
7794,Quvkalla,178
7795,Jombuloq,178
7796,Toz,178
7797,Yangi qishloq,178
7798,Shova,178
7799,Tinchlik,178
7800,Mayintepa MFY,178
7801,Yuqori jo‘sh,178
7802,Pichot,178
7803,Yangiobod,178
7804,Qoratosh,178
7805,Namuna,178
7806,Ozod,178
7807,Tegirmonovul,178
7808,Chorloq,178
7809,Navkat,178
7810,Katta Oqmachit,178
7811,Urganji,178
7812,Chimmos,178
7813,Chinoq,178
7814,Mustaqillik,178
7815,Buloqboshi,178
7816,Qovunchi,178
7817,Boyto‘p,178
7818,Haqiqat MFY,179
7819,Muqumiy,179
7820,Mushkent,179
7821,Islom shoir,179
7822,Oqtosh,179
7823,Iymon,179
7824,Birlik,179
7825,Guliston,179
7826,Dedan MFY,179
7827,Dustlik MFY,179
7828,Qoziyoqli MFY,179
7829,Qozikent MFY,179
7830,Mustaqillik MFY,179
7831,Beklar MFY,179
7832,Ravot Olchin MFY,179
7833,A.Temur MFY,179
7834,Bo‘ston,179
7835,A.Navoiy MFY,179
7836,Ahillik MFY,179
7837,Barkamol MFY,179
7838,Baxt MFY,179
7839,Zirabuloq MFY,179
7840,Narpay MFY,179
7841,Istiqlol MFY,179
7842,Islomobod MFY,179
7843,Obihayot MFY,179
7844,Ipak yuli MFY,179
7845,Tortuvli,179
7846,Salovat,179
7847,Sarbozor MFY,179
7848,Turon MFY,179
7849,Umid MFY,179
7850,Yangiariq MFY,179
7851,Charxin MFY,179
7852,Yangiobod MFY,179
7853,Tepa MFY,179
7854,Xalqabod MFY,179
7855,Chaykal MFY,179
7856,Soxibkor MFY,179
7857,Farovon MFY,179
7858,Tinchlik MFY,179
7859,Totkent MFY,179
7860,Tepaqo‘rg‘on MFY,179
7861,Olti-O‘g‘il MFY,179
7862,O‘zbekkenti MFY,179
7863,Ko‘k ota MFY,179
7864,Chorbog‘ MFY,179
7865,Mang‘it MFY,179
7866,Xo‘jaqo‘rg‘on MFY,179
7867,Toshko‘prik MFY,179
7868,Bolg‘ali MFY,179
7869,Nog‘araxona MFY,179
7870,Xo‘jakarzon MFY,179
7871,O‘zbekiston MFY,179
7872,Nug‘ay MFY,179
7873,Oq-oltin MFY,179
7874,Navro‘z MFY,179
7875,Ulus,180
7876,Saroy MFY,180
7877,Oqsoy MFY,180
7878,Nurbuloq MFY,180
7879,Nurdum MFY,180
7880,Lolazor mahallasi,180
7881,Amir Temur MFY,180
7882,Yuksalish MFY,180
7883,Buloqboshi mahallasi,180
7884,Chortut mahallasi,180
7885,Xalqobod MFY,180
7886,Navro‘z MFY,180
7887,Girdiqo‘rg‘on MFY,180
7888,Olg‘a MFY,180
7889,Omandara,180
7890,Tepaqul,180
7891,Pulatchi,180
7892,Sarikul MFY,180
7893,Bunyodkor MFY,180
7894,Ma’shal MFY,180
7895,Ag‘ron MFY,180
7896,Sazag‘an MFY,180
7897,Jom MFY,180
7898,Saxoba MFY,180
7899,Chorvador MFY,180
7900,Qilichli MFY,180
7901,Qo‘rg‘oncha MFY,180
7902,Boshquduq MFY,180
7903,Oltinsoy MFY,180
7904,Nurafshon mahallasi,180
7905,Mexnatkash MFY,180
7906,Tegirmonboshi MFY,180
7907,Jarquduq MFY,180
7908,Ittifoq mahallasi,180
7909,Navbaxor MFY,180
7910,Sharq yulduzi MFY,180
7911,Do‘stlik MFY,180
7912,Arabota MFY,180
7913,O‘rtabuz MFY,180
7914,Qirqovul mahallasi,181
7915,Burqut mahallasi,181
7916,Boshcho‘rosh mahallasi,181
7917,Aliobod mahallasi,181
7918,Polvonariq mahallasi,181
7919,Oqqo‘rg‘on mahallasi,181
7920,A.Navoiy mahallasi,181
7921,Juvozxona mahallasi,181
7922,Sorisuv mahallasi,181
7923,Olmazor mahallasi,181
7924,Do‘stlik mahallasi,181
7925,Gulzor,181
7926,Bahor,181
7927,Birlashuv mahallasi,181
7928,Guliston mahallasi,181
7929,Dehqonobod mahallasi,181
7930,Istiqlol mahallasi,181
7931,Mustaqillik mahallasi,181
7932,Oqtosh mahallasi,181
7933,Darvishiq mahallasi,181
7934,Javshar ota mahallasi,181
7935,Bobur mahallasi,181
7936,Maniobod mahallasi,181
7937,Navbahor mahallasi,181
7938,Bunyodkor mahallasi,181
7939,Kattasaydov mahallasi,181
7940,Qumchuq mahallasi,181
7941,Tomoyrot mahallasi,181
7942,Baxrin mahallasi,181
7943,Sarbozor mahallasi,181
7944,Taraqqiyot mahallasi,181
7945,Farovon mahallasi,181
7946,Fidokor mahallasi,181
7947,Xosa mahallasi,181
7948,Yangiobod mahallasi,181
7949,Halqobod mahallasi,181
7950,Toshxovuz mahallasi,181
7951,Fitrat mahallasi,181
7952,Tohirshayx mahallasi,181
7953,Yangi hayot mahallasi,181
7954,Turkibola mahallasi,181
7955,To‘polos mahallasi,181
7956,O‘ymovut mahallasi,181
7957,Choshtepa,181
7958,Madaniyat mahallasi,181
7959,Nakurt mahallasi,181
7960,A.Yassaviy mahallasi,181
7961,Zarafshon mahallasi,181
7962,M.Ulug‘bek mahallasi,181
7963,Qo‘lto‘sin mahallasi,181
7964,Ilg‘or mahallasi,181
7965,Ko‘ktepa mahallasi,181
7966,Navro‘z mahallasi,181
7967,Xo‘ja Ismoil,181
7968,O‘zbekiston,181
7969,G‘oyib ota mahallasi,181
7970,Sho‘rtepa mahallasi,181
7971,Go‘zal mahallasi,181
7972,Do‘stlarobod mahallasi,181
7973,Boshqo‘rg‘on mahallasi,181
7974,G‘allakor mahallasi,181
7975,Xo‘jaobod mahallasi,181
7976,Ernazarqo‘rg‘on mahallasi,181
7977,Beshqo‘rg‘on,181
7978,Ko‘paki mahallasi,181
7979,Kamolot mahallasi,182
7980,Olmazor mahallasi,182
7981,Tuqboy mahallasi,182
7982,Sazog‘on mahallasi,182
7983,Temirxo‘ja mahallasi,182
7984,Baxor mahallasi,182
7985,Mustakillik mahallasi,182
7986,Utarchi mahallasi,182
7987,Beshbola mahallasi,182
7988,Gulakandoz mahallasi,182
7989,Tozqo‘lton,182
7990,Bog‘ishamol mahallasi,182
7991,Yangiobod mahallasi,182
7992,Nayman mahallasi,182
7993,Ulug‘bek mahallasi,182
7994,Imomjon qadimiy yodgorligi mahallasi,182
7995,Jag‘alboyli mahallasi,182
7996,Gulobod mahallasi,182
7997,Zangiboyi mahallasi,182
7998,Qoramang‘it mahallasi,182
7999,Qator terak,182
8000,Beklar,182
8001,Iskandari,182
8002,Buston mahallasi,182
8003,Zormon mahallasi,182
8004,Korasuv mahallasi,182
8005,Kushkuduk mahallasi,182
8006,Balxiyon mahallasi,182
8007,Qorovultepa mahallasi,182
8008,Quqoni mahallasi,182
8009,Qushchinor mahallasi,182
8010,Madaniy yurish mahallasi,182
8011,A.Temur mahallasi,182
8012,Bobur mahallasi,182
8013,Galatut mahallasi,182
8014,Guliston mahallasi,182
8015,Gumbaz mahallasi,182
8016,Go‘zalkent mahallasi,182
8017,Durmonsoy mahallasi,182
8018,Istiqbol mahallasi,182
8019,Kichik Naymancha mahallasi,182
8020,Baxshiboyi mahallasi,182
8021,Beshnayman mahallasi,182
8022,Boltali mahallasi,182
8023,Buyuk Turon mahallasi,182
8024,Katta Naymancha mahallasi,182
8025,Lolazor mahallasi,182
8026,Agron mahallasi,182
8027,A.Navoiy mahallasi,182
8028,Qoqsoy mahallasi,182
8029,Qarshiobod mahallasi,182
8030,Boldir mahallasi,182
8031,Ilm mahallasi,182
8032,Navruz mahallasi,182
8033,Turkman,182
8034,Oq oltin,182
8035,Chandirobod,182
8036,Yangi avlod,182
8037,Oshiq ota mahallasi,182
8038,Jaul-Qosim mahallasi,182
8039,Oltikaxramon mahallasi,182
8040,Paxtakor mahallasi,182
8041,Uch tepa mahallasi,182
8042,Chimboy mahallasi,182
8043,Sh.Rashidov mahallasi,182
8044,Yangiqishloq mahallasi,182
8045,Yangiravot mahallasi,182
8046,Mirzatup mahallasi,182
8047,Tinchilik mahallasi,182
8048,Turon mahallasi,182
8049,Charxin mahallasi,182
8050,Chortut mahallasi,182
8051,Yangisanoat mahallasi,182
8052,Mehnat mahallasi,182
8053,Navbaxor mahallasi,182
8054,Elbek mahallasi,182
8055,Eski Juma mahallasi,182
8056,Marakanda mahallasi,182
8057,Novchandir mahallasi,182
8058,Parchaqora mahallasi,182
8059,Parcha Chandir mahallasi,182
8060,Samarqand mahallasi,182
8061,Paxtachi mahallasi,182
8062,Ravot mahallasi,182
8063,Torariq mahallasi,182
8064,Furqat mahallasi,182
8065,Esaboy mahallasi,182
8066,Pulatchi mahallasi,182
8067,Chandir mahallasi,182
8068,Sanchiqul mahallasi,182
8069,Xovuzak mahallasi,182
8070,Oq mang‘it mahallasi,182
8071,Shombuloq mahallasi,182
8072,Turt-ayg‘ir mahallasi,182
8073,Nomozgoh mahallasi,182
8074,O‘rikzor mahallasi,182
8075,Xonchorbog‘ mahallasi,182
8076,Do‘stlik mahallasi,182
8077,To‘rttom mahallasi,182
8078,Mang‘itobod mahallasi,182
8079,Mash’al mahallasi,182
8080,O‘rta-Charxin mahallasi,182
8081,Quyi Darg‘om mahallasi,182
8082,Qorag‘uppa mahallasi,182
8083,Yuqori bog‘onali mahallasi,182
8084,Temiryo‘l mahallasi,182
8085,Bog‘onali mahallasi,182
8086,Nurafshon mahalla fuqarolar yig‘ini,183
8087,Chashma mahalla fuqarolar yig‘ini,183
8088,Hayit Elbegi mahalla fuqarolar yig‘ini,183
8089,Sardoba mahalla fuqarolar yig‘ini,183
8090,Yobu mahalla fuqarolar yig‘ini,183
8091,Obodon mahalla fuqarolar yig‘ini,183
8092,Istiqlol mahalla fuqarolar yig‘ini,183
8093,Urganji mahalla fuqarolar yig‘ini,183
8094,Qoratepa mahalla fuqarolar yig‘ini,183
8095,Jona mahalla fuqarolar yig‘ini,183
8096,Bodoy mahalla fuqarolar yig‘ini,183
8097,Oqtepa mahalla fuqarolar yig‘ini,183
8098,Qirguli mahalla fuqarolar yig‘ini,183
8099,Nahripay mahalla fuqarolar yig‘ini,183
8100,Mirzo Ulug‘bek nomli mahalla fuqarolar yig‘ini,183
8101,Jahonobod mahalla fuqarolar yig‘ini,183
8102,Boltali mahalla fuqarolar yig‘ini,183
8103,Hunarmand mahalla fuqarolar yig‘ini,183
8104,Dabusqal’a mahalla fuqarolar yig‘ini,183
8105,Mojor mahalla fuqarolar yig‘ini,183
8106,Farovon Yo‘ldoshobod mahalla fuqarolar yig‘ini,183
8107,Qaynarbuloq mahalla fuqarolar yig‘ini,183
8108,Gulobod mahalla fuqarolar yig‘ini,183
8109,Burqut mahalla fuqarolar yig‘ini,183
8110,Bo‘ston,183
8111,Amir Temur,183
8112,Suluvqurg‘on,183
8113,Ko‘rpa,183
8114,Zarafshon mahalla fuqarolar yig‘ini,183
8115,Tug‘olon,183
8116,Qo‘shhovuz mahalla fuqarolar yig‘ini,183
8117,Xudoyberdi,183
8118,Istiqbol,183
8119,Yangiobod,183
8120,Mirza Salimiy,183
8121,Fay,183
8122,Shamsnazar,183
8123,Mirzo nodim,183
8124,Nayman,183
8125,Qarnabota mahalla fuqarolar yig‘ini,183
8126,Tadbirkor mahalla fuqarolar yig‘ini,183
8127,Guliston,183
8128,Saroy,183
8129,Gulshan,183
8130,Mirza Olim,183
8131,Ukrash,183
8132,Toshko‘prik,183
8133,Toma,183
8134,Quvondiq,183
8135,Tinchlik,183
8136,Chorgusha,183
8137,Keshtali,183
8138,Amirobod mahalla fuqarolar yig‘ini,183
8139,Gurug‘li,183
8140,Bog‘oloni,183
8141,Urg‘uch mahalla fuqarolar yig‘ini,183
8142,Mirkan mahalla fuqarolar yig‘ini,183
8143,Do‘ng mahalla fuqarolar yig‘ini,183
8144,Taraqqiyot mahalla fuqarolar yig‘ini,183
8145,Buxoriy mahallasi,184
8146,Mirzo Ulug‘bek,184
8147,Badal,184
8148,Andijoni,184
8149,Qaynama,184
8150,Ipakchi,184
8151,Diyor mahallasi,184
8152,Zaxlik mahallasi,184
8153,Gulobod mahallasi,184
8154,Konigil mahallasi,184
8155,Jarqishloq mahallasi,184
8156,Angaralmos mahallasi,184
8157,Qavchinoni bolo mahallasi,184
8158,Qavchinon mahallasi,184
8159,Dexnav mahallasi,184
8160,Dashtiso‘xta mahallasi,184
8161,Rustam,184
8162,Quyi Chordara,184
8163,Talibarzui payon,184
8164,Ravonak mahallasi,184
8165,Obod mahallasi,184
8166,Xishrav mahallasi,184
8167,Saxovat MFY,184
8168,Xaymari bolo mahallasi,184
8169,Yangiariq mahallasi,184
8170,Sulfakabutak mahallasi,184
8171,Navobod mahallasi,184
8172,Yangiravot mahallasi,184
8173,Nayzatepa mahallasi,184
8174,Quyi Turkman mahallasi,184
8175,Oxalik mahallasi,184
8176,Oqmachit mahallasi,184
8177,Nurafshon mahallasi,184
8178,Yuqori Chordara mahallasi,184
8179,Chorshanbe mahallasi,184
8180,Qorasuv mahallasi,184
8181,Qo‘shmachit mahallasi,184
8182,Qo‘shko‘prik mahallasi,184
8183,Parrandachilik mahallasi,184
8184,Yuqori Turkman mahallasi,184
8185,Mirishkor mahallasi,184
8186,O‘rta Arabxona mahallasi,184
8187,Tolibarzui bolo mahallasi,184
8188,Yangiobod,184
8189,Qumzor mahallasi,184
8190,Pulimug‘ob,184
8191,Urganji mahallasi,184
8192,Qoziariq mahallasi,184
8193,Rajabamin,184
8194,Qo‘shtamg‘ali mahallasi,184
8195,Xaymari poyon,184
8196,Chumchuqli,184
8197,Yangijoy,184
8198,Shirinobod mahallasi,184
8199,Mironqul mahallasi,184
8200,Tolibarzui poyon mahallasi,184
8201,Yuqori Qaynama mahallasi,184
8202,O‘rta Turkman mahallasi,184
8203,Do‘stlik mahallasi,184
8204,Ko‘lba mahallasi,184
8205,Jo‘yi Abbos,184
8206,Sho‘rboicha,184
8207,O‘zbekkenti mahallasi,184
8208,Ko‘saho MFY,184
8209,Xo‘ja Axrori Vali,184
8210,Jo‘yi soy mahallasi,184
8211,Navbog‘ mahallasi,184
8212,Gulbog‘,184
8213,O‘rtashiq mahallasi,184
8214,Sho‘rboi mahallasi,184
8215,Qoziqo‘rg‘on mahallasi,184
8216,Bo‘zi mahallasi,184
8217,O‘rta Oxalik mahallasi,184
8218,Shalg‘amon mahallasi,184
8219,Zarafshon MFY,185
8220,Ilimobod MFY,185
8221,Birlik,185
8222,Yangi hayot,185
8223,Eski juma,185
8224,Olmazor,185
8225,Yastepa,185
8226,Nuroniy MFY,185
8227,Uray-elipok MFY,185
8228,Istiqlol MFY,185
8229,Nurafshon MFY,185
8230,Sochak MFY,185
8231,Charog‘bon MFY,185
8232,Xonchorbog‘ MFY,185
8233,Adas MFY,185
8234,Taraqqiyot,185
8235,Davlatobod MFY,185
8236,G‘o‘lba MFY,185
8237,Fayziobod MFY,185
8238,Xo‘ja qishloq,185
8239,Muborak,185
8240,Vorsin MFY,185
8241,Uzun qishloq,185
8242,Bog‘ichinor MFY,185
8243,Bog‘izag‘on,185
8244,Gulobod MFY,185
8245,Navbahor MFY,185
8246,Ravot MFY,185
8247,Navzandak MFY,185
8248,Saribozor,185
8249,Tepa qishloq,185
8250,Nayman,185
8251,Sariosiyo MFY,185
8252,Qo‘shchinor MFY,185
8253,O‘rta qishloq,185
8254,Madaniyat MFY,185
8255,Beklar MFY,185
8256,Ukrach MFY,185
8257,Bunyodkor MFY,185
8258,Galabotir MFY,185
8259,Talliota MFY,185
8260,Jalolobod MFY,185
8261,Jumabozor MFY,185
8262,Nurli yul MFY,185
8263,Chorbog‘tepa MFY,185
8264,Qo‘rg‘oncha,185
8265,O‘zbekiston,185
8266,Shopo‘lot,185
8267,Xo‘jayuz MFY,185
8268,Do‘stlik MFY,185
8269,O‘zbekiston,186
8270,Yangi qishloq MFY,186
8271,Binokor MFY,186
8272,Dehqonobod,186
8273,Beshkapa,186
8274,Gulobod,186
8275,Baxrin,186
8276,Beshbuloq,186
8277,Beshkon,186
